,group_0,group_1,group_2,group_3,group_4,0_0,0_1,0_2,0_3,0_4,0_5,0_6,0_7,0_8,0_9,0_10,0_11,0_12,0_13,0_14,0_15,0_16,0_17,0_18,0_19,0_20,1_0,1_1,1_2,1_3,1_4,1_5,1_6,1_7,1_8,1_9,1_10,1_11,1_12,1_13,1_14,1_15,1_16,1_17,1_18,1_19,1_20,2_0,2_1,2_2,2_3,2_4,2_5,2_6,2_7,2_8,2_9,2_10,2_11,2_12,2_13,2_14,2_15,2_16,2_17,2_18,2_19,2_20,3_0,3_1,3_2,3_3,3_4,3_5,3_6,3_7,3_8,3_9,3_10,3_11,3_12,3_13,3_14,3_15,3_16,3_17,3_18,3_19,3_20,4_0,4_1,4_2,4_3,4_4,4_5,4_6,4_7,4_8,4_9,4_10,4_11,4_12,4_13,4_14,4_15,4_16,4_17,4_18,4_19,4_20,time_in_hours_sin,time_in_hours_cos,0,event
11/12/2014 22:00,0.143986457,1.141576015,0.07004878,0.068318813,0.08405757,0.143986457,0.102680539,0.260148979,1.191254044,3.790139635,3.053854297,0.297673934,0.346860325,0.483896634,0.641840928,0.680565111,0.455294374,0.152869008,0.245127895,0.481764941,0.759022235,1.320049378,1.607920909,0.140112376,0.068953117,0.085941951,1.141576015,1.589883535,2.588036196,4.926440654,10.39481098,1.039902493,0.063703442,0.123065181,0.182882355,0.359168454,0.731482593,0.233155542,0.113889069,0.155489795,0.548558665,0.649229901,1.149068041,1.503946068,0.10296679,0.05529337,0.060172326,0.07004878,0.118969146,0.38287842,1.506549346,4.656943959,2.590089467,0.031823672,0.02885376,0.041320364,0.08653887,0.248837858,0.086598644,0.067898608,0.11025293,0.219183079,0.299851156,0.828913542,1.140990687,0.067918537,0.064670488,0.077764081,0.068318813,0.07339738,0.385092167,2.688808134,8.909923456,3.788973632,0,0,0,0,0.035044692,0,0,0,0.347481426,0.462519004,0.814889684,0.670203853,0,0,0,0.08405757,0.110876556,0.175860308,0.503986932,2.29966953,6.036206985,0.298034555,0.143881029,0.289666424,0.204357915,0.299222249,0.076049791,0.086058414,0.154340056,0.572519748,0.368706693,1.122211667,0.826534186,0.030058691,0.066043355,0.067993704,-0.5,0.866025404,2.227666667,29
11/12/2014 22:15,0.10010454,0.842806197,0.041819602,0.053689425,0.10885714,0.10010454,0.143986457,0.102680539,0.260148979,1.191254044,3.790139635,3.053854297,0.297673934,0.346860325,0.483896634,0.641840928,0.680565111,0.455294374,0.152869008,0.245127895,0.481764941,0.759022235,1.320049378,1.607920909,0.140112376,0.068953117,0.842806197,1.141576015,1.589883535,2.588036196,4.926440654,10.39481098,1.039902493,0.063703442,0.123065181,0.182882355,0.359168454,0.731482593,0.233155542,0.113889069,0.155489795,0.548558665,0.649229901,1.149068041,1.503946068,0.10296679,0.05529337,0.041819602,0.07004878,0.118969146,0.38287842,1.506549346,4.656943959,2.590089467,0.031823672,0.02885376,0.041320364,0.08653887,0.248837858,0.086598644,0.067898608,0.11025293,0.219183079,0.299851156,0.828913542,1.140990687,0.067918537,0.064670488,0.053689425,0.068318813,0.07339738,0.385092167,2.688808134,8.909923456,3.788973632,0,0,0,0,0.035044692,0,0,0,0.347481426,0.462519004,0.814889684,0.670203853,0,0,0.10885714,0.08405757,0.110876556,0.175860308,0.503986932,2.29966953,6.036206985,0.298034555,0.143881029,0.289666424,0.204357915,0.299222249,0.076049791,0.086058414,0.154340056,0.572519748,0.368706693,1.122211667,0.826534186,0.030058691,0.066043355,-0.44228869,0.896872742,2.196666667,29
11/12/2014 22:30,0.059989043,0.37697375,0.029100579,0.081010852,0.124061383,0.059989043,0.10010454,0.143986457,0.102680539,0.260148979,1.191254044,3.790139635,3.053854297,0.297673934,0.346860325,0.483896634,0.641840928,0.680565111,0.455294374,0.152869008,0.245127895,0.481764941,0.759022235,1.320049378,1.607920909,0.140112376,0.37697375,0.842806197,1.141576015,1.589883535,2.588036196,4.926440654,10.39481098,1.039902493,0.063703442,0.123065181,0.182882355,0.359168454,0.731482593,0.233155542,0.113889069,0.155489795,0.548558665,0.649229901,1.149068041,1.503946068,0.10296679,0.029100579,0.041819602,0.07004878,0.118969146,0.38287842,1.506549346,4.656943959,2.590089467,0.031823672,0.02885376,0.041320364,0.08653887,0.248837858,0.086598644,0.067898608,0.11025293,0.219183079,0.299851156,0.828913542,1.140990687,0.067918537,0.081010852,0.053689425,0.068318813,0.07339738,0.385092167,2.688808134,8.909923456,3.788973632,0,0,0,0,0.035044692,0,0,0,0.347481426,0.462519004,0.814889684,0.670203853,0,0.124061383,0.10885714,0.08405757,0.110876556,0.175860308,0.503986932,2.29966953,6.036206985,0.298034555,0.143881029,0.289666424,0.204357915,0.299222249,0.076049791,0.086058414,0.154340056,0.572519748,0.368706693,1.122211667,0.826534186,0.030058691,-0.382683432,0.923879533,1.812666667,29
11/12/2014 22:45,0.072213787,0.05282821,0.022441167,0.080676018,0.136330146,0.072213787,0.059989043,0.10010454,0.143986457,0.102680539,0.260148979,1.191254044,3.790139635,3.053854297,0.297673934,0.346860325,0.483896634,0.641840928,0.680565111,0.455294374,0.152869008,0.245127895,0.481764941,0.759022235,1.320049378,1.607920909,0.05282821,0.37697375,0.842806197,1.141576015,1.589883535,2.588036196,4.926440654,10.39481098,1.039902493,0.063703442,0.123065181,0.182882355,0.359168454,0.731482593,0.233155542,0.113889069,0.155489795,0.548558665,0.649229901,1.149068041,1.503946068,0.022441167,0.029100579,0.041819602,0.07004878,0.118969146,0.38287842,1.506549346,4.656943959,2.590089467,0.031823672,0.02885376,0.041320364,0.08653887,0.248837858,0.086598644,0.067898608,0.11025293,0.219183079,0.299851156,0.828913542,1.140990687,0.080676018,0.081010852,0.053689425,0.068318813,0.07339738,0.385092167,2.688808134,8.909923456,3.788973632,0,0,0,0,0.035044692,0,0,0,0.347481426,0.462519004,0.814889684,0.670203853,0.136330146,0.124061383,0.10885714,0.08405757,0.110876556,0.175860308,0.503986932,2.29966953,6.036206985,0.298034555,0.143881029,0.289666424,0.204357915,0.299222249,0.076049791,0.086058414,0.154340056,0.572519748,0.368706693,1.122211667,0.826534186,-0.321439465,0.946930129,1.346333333,29
11/12/2014 23:00,0.082692637,0.03021891,0.01134627,0,0.100716981,0.082692637,0.072213787,0.059989043,0.10010454,0.143986457,0.102680539,0.260148979,1.191254044,3.790139635,3.053854297,0.297673934,0.346860325,0.483896634,0.641840928,0.680565111,0.455294374,0.152869008,0.245127895,0.481764941,0.759022235,1.320049378,0.03021891,0.05282821,0.37697375,0.842806197,1.141576015,1.589883535,2.588036196,4.926440654,10.39481098,1.039902493,0.063703442,0.123065181,0.182882355,0.359168454,0.731482593,0.233155542,0.113889069,0.155489795,0.548558665,0.649229901,1.149068041,0.01134627,0.022441167,0.029100579,0.041819602,0.07004878,0.118969146,0.38287842,1.506549346,4.656943959,2.590089467,0.031823672,0.02885376,0.041320364,0.08653887,0.248837858,0.086598644,0.067898608,0.11025293,0.219183079,0.299851156,0.828913542,0,0.080676018,0.081010852,0.053689425,0.068318813,0.07339738,0.385092167,2.688808134,8.909923456,3.788973632,0,0,0,0,0.035044692,0,0,0,0.347481426,0.462519004,0.814889684,0.100716981,0.136330146,0.124061383,0.10885714,0.08405757,0.110876556,0.175860308,0.503986932,2.29966953,6.036206985,0.298034555,0.143881029,0.289666424,0.204357915,0.299222249,0.076049791,0.086058414,0.154340056,0.572519748,0.368706693,1.122211667,-0.258819045,0.965925826,0.985,29
11/12/2014 23:15,0.066960868,0.029822192,0.007315201,0,0.077292507,0.066960868,0.082692637,0.072213787,0.059989043,0.10010454,0.143986457,0.102680539,0.260148979,1.191254044,3.790139635,3.053854297,0.297673934,0.346860325,0.483896634,0.641840928,0.680565111,0.455294374,0.152869008,0.245127895,0.481764941,0.759022235,0.029822192,0.03021891,0.05282821,0.37697375,0.842806197,1.141576015,1.589883535,2.588036196,4.926440654,10.39481098,1.039902493,0.063703442,0.123065181,0.182882355,0.359168454,0.731482593,0.233155542,0.113889069,0.155489795,0.548558665,0.649229901,0.007315201,0.01134627,0.022441167,0.029100579,0.041819602,0.07004878,0.118969146,0.38287842,1.506549346,4.656943959,2.590089467,0.031823672,0.02885376,0.041320364,0.08653887,0.248837858,0.086598644,0.067898608,0.11025293,0.219183079,0.299851156,0,0,0.080676018,0.081010852,0.053689425,0.068318813,0.07339738,0.385092167,2.688808134,8.909923456,3.788973632,0,0,0,0,0.035044692,0,0,0,0.347481426,0.462519004,0.077292507,0.100716981,0.136330146,0.124061383,0.10885714,0.08405757,0.110876556,0.175860308,0.503986932,2.29966953,6.036206985,0.298034555,0.143881029,0.289666424,0.204357915,0.299222249,0.076049791,0.086058414,0.154340056,0.572519748,0.368706693,-0.195090322,0.98078528,0.760666667,29
11/12/2014 23:30,0.060470596,0.023044277,0.035056452,0,0.082600269,0.060470596,0.066960868,0.082692637,0.072213787,0.059989043,0.10010454,0.143986457,0.102680539,0.260148979,1.191254044,3.790139635,3.053854297,0.297673934,0.346860325,0.483896634,0.641840928,0.680565111,0.455294374,0.152869008,0.245127895,0.481764941,0.023044277,0.029822192,0.03021891,0.05282821,0.37697375,0.842806197,1.141576015,1.589883535,2.588036196,4.926440654,10.39481098,1.039902493,0.063703442,0.123065181,0.182882355,0.359168454,0.731482593,0.233155542,0.113889069,0.155489795,0.548558665,0.035056452,0.007315201,0.01134627,0.022441167,0.029100579,0.041819602,0.07004878,0.118969146,0.38287842,1.506549346,4.656943959,2.590089467,0.031823672,0.02885376,0.041320364,0.08653887,0.248837858,0.086598644,0.067898608,0.11025293,0.219183079,0,0,0,0.080676018,0.081010852,0.053689425,0.068318813,0.07339738,0.385092167,2.688808134,8.909923456,3.788973632,0,0,0,0,0.035044692,0,0,0,0.347481426,0.082600269,0.077292507,0.100716981,0.136330146,0.124061383,0.10885714,0.08405757,0.110876556,0.175860308,0.503986932,2.29966953,6.036206985,0.298034555,0.143881029,0.289666424,0.204357915,0.299222249,0.076049791,0.086058414,0.154340056,0.572519748,-0.130526192,0.991444861,0.603666667,29
11/12/2014 23:45,0.069862059,0.005329511,0.026138231,0,0.081019794,0.069862059,0.060470596,0.066960868,0.082692637,0.072213787,0.059989043,0.10010454,0.143986457,0.102680539,0.260148979,1.191254044,3.790139635,3.053854297,0.297673934,0.346860325,0.483896634,0.641840928,0.680565111,0.455294374,0.152869008,0.245127895,0.005329511,0.023044277,0.029822192,0.03021891,0.05282821,0.37697375,0.842806197,1.141576015,1.589883535,2.588036196,4.926440654,10.39481098,1.039902493,0.063703442,0.123065181,0.182882355,0.359168454,0.731482593,0.233155542,0.113889069,0.155489795,0.026138231,0.035056452,0.007315201,0.01134627,0.022441167,0.029100579,0.041819602,0.07004878,0.118969146,0.38287842,1.506549346,4.656943959,2.590089467,0.031823672,0.02885376,0.041320364,0.08653887,0.248837858,0.086598644,0.067898608,0.11025293,0,0,0,0,0.080676018,0.081010852,0.053689425,0.068318813,0.07339738,0.385092167,2.688808134,8.909923456,3.788973632,0,0,0,0,0.035044692,0,0,0,0.081019794,0.082600269,0.077292507,0.100716981,0.136330146,0.124061383,0.10885714,0.08405757,0.110876556,0.175860308,0.503986932,2.29966953,6.036206985,0.298034555,0.143881029,0.289666424,0.204357915,0.299222249,0.076049791,0.086058414,0.154340056,-0.065403129,0.997858923,0.528666667,29
12/12/2014 00:00,0.061918355,0.000990846,0.006618113,0,0.117845027,0.061918355,0.069862059,0.060470596,0.066960868,0.082692637,0.072213787,0.059989043,0.10010454,0.143986457,0.102680539,0.260148979,1.191254044,3.790139635,3.053854297,0.297673934,0.346860325,0.483896634,0.641840928,0.680565111,0.455294374,0.152869008,0.000990846,0.005329511,0.023044277,0.029822192,0.03021891,0.05282821,0.37697375,0.842806197,1.141576015,1.589883535,2.588036196,4.926440654,10.39481098,1.039902493,0.063703442,0.123065181,0.182882355,0.359168454,0.731482593,0.233155542,0.113889069,0.006618113,0.026138231,0.035056452,0.007315201,0.01134627,0.022441167,0.029100579,0.041819602,0.07004878,0.118969146,0.38287842,1.506549346,4.656943959,2.590089467,0.031823672,0.02885376,0.041320364,0.08653887,0.248837858,0.086598644,0.067898608,0,0,0,0,0,0.080676018,0.081010852,0.053689425,0.068318813,0.07339738,0.385092167,2.688808134,8.909923456,3.788973632,0,0,0,0,0.035044692,0,0,0.117845027,0.081019794,0.082600269,0.077292507,0.100716981,0.136330146,0.124061383,0.10885714,0.08405757,0.110876556,0.175860308,0.503986932,2.29966953,6.036206985,0.298034555,0.143881029,0.289666424,0.204357915,0.299222249,0.076049791,0.086058414,0,1,0.471333333,29
12/12/2014 00:15,0.055515395,0.026609834,0.002909342,0.045483345,0.141543636,0.055515395,0.061918355,0.069862059,0.060470596,0.066960868,0.082692637,0.072213787,0.059989043,0.10010454,0.143986457,0.102680539,0.260148979,1.191254044,3.790139635,3.053854297,0.297673934,0.346860325,0.483896634,0.641840928,0.680565111,0.455294374,0.026609834,0.000990846,0.005329511,0.023044277,0.029822192,0.03021891,0.05282821,0.37697375,0.842806197,1.141576015,1.589883535,2.588036196,4.926440654,10.39481098,1.039902493,0.063703442,0.123065181,0.182882355,0.359168454,0.731482593,0.233155542,0.002909342,0.006618113,0.026138231,0.035056452,0.007315201,0.01134627,0.022441167,0.029100579,0.041819602,0.07004878,0.118969146,0.38287842,1.506549346,4.656943959,2.590089467,0.031823672,0.02885376,0.041320364,0.08653887,0.248837858,0.086598644,0.045483345,0,0,0,0,0,0.080676018,0.081010852,0.053689425,0.068318813,0.07339738,0.385092167,2.688808134,8.909923456,3.788973632,0,0,0,0,0.035044692,0,0.141543636,0.117845027,0.081019794,0.082600269,0.077292507,0.100716981,0.136330146,0.124061383,0.10885714,0.08405757,0.110876556,0.175860308,0.503986932,2.29966953,6.036206985,0.298034555,0.143881029,0.289666424,0.204357915,0.299222249,0.076049791,0.065403129,0.997858923,0.414666667,29
12/12/2014 00:30,0.021954185,0.012753633,0.004437181,0.067094056,0.105718589,0.021954185,0.055515395,0.061918355,0.069862059,0.060470596,0.066960868,0.082692637,0.072213787,0.059989043,0.10010454,0.143986457,0.102680539,0.260148979,1.191254044,3.790139635,3.053854297,0.297673934,0.346860325,0.483896634,0.641840928,0.680565111,0.012753633,0.026609834,0.000990846,0.005329511,0.023044277,0.029822192,0.03021891,0.05282821,0.37697375,0.842806197,1.141576015,1.589883535,2.588036196,4.926440654,10.39481098,1.039902493,0.063703442,0.123065181,0.182882355,0.359168454,0.731482593,0.004437181,0.002909342,0.006618113,0.026138231,0.035056452,0.007315201,0.01134627,0.022441167,0.029100579,0.041819602,0.07004878,0.118969146,0.38287842,1.506549346,4.656943959,2.590089467,0.031823672,0.02885376,0.041320364,0.08653887,0.248837858,0.067094056,0.045483345,0,0,0,0,0,0.080676018,0.081010852,0.053689425,0.068318813,0.07339738,0.385092167,2.688808134,8.909923456,3.788973632,0,0,0,0,0.035044692,0.105718589,0.141543636,0.117845027,0.081019794,0.082600269,0.077292507,0.100716981,0.136330146,0.124061383,0.10885714,0.08405757,0.110876556,0.175860308,0.503986932,2.29966953,6.036206985,0.298034555,0.143881029,0.289666424,0.204357915,0.299222249,0.130526192,0.991444861,0.363,29
12/12/2014 00:45,0.028569493,0.00800335,0.012541247,0.058720947,0.098566515,0.028569493,0.021954185,0.055515395,0.061918355,0.069862059,0.060470596,0.066960868,0.082692637,0.072213787,0.059989043,0.10010454,0.143986457,0.102680539,0.260148979,1.191254044,3.790139635,3.053854297,0.297673934,0.346860325,0.483896634,0.641840928,0.00800335,0.012753633,0.026609834,0.000990846,0.005329511,0.023044277,0.029822192,0.03021891,0.05282821,0.37697375,0.842806197,1.141576015,1.589883535,2.588036196,4.926440654,10.39481098,1.039902493,0.063703442,0.123065181,0.182882355,0.359168454,0.012541247,0.004437181,0.002909342,0.006618113,0.026138231,0.035056452,0.007315201,0.01134627,0.022441167,0.029100579,0.041819602,0.07004878,0.118969146,0.38287842,1.506549346,4.656943959,2.590089467,0.031823672,0.02885376,0.041320364,0.08653887,0.058720947,0.067094056,0.045483345,0,0,0,0,0,0.080676018,0.081010852,0.053689425,0.068318813,0.07339738,0.385092167,2.688808134,8.909923456,3.788973632,0,0,0,0,0.098566515,0.105718589,0.141543636,0.117845027,0.081019794,0.082600269,0.077292507,0.100716981,0.136330146,0.124061383,0.10885714,0.08405757,0.110876556,0.175860308,0.503986932,2.29966953,6.036206985,0.298034555,0.143881029,0.289666424,0.204357915,0.195090322,0.98078528,0.323333333,29
12/12/2014 01:00,0.015907985,0.011267794,0.020410685,0.054377112,0.108135241,0.015907985,0.028569493,0.021954185,0.055515395,0.061918355,0.069862059,0.060470596,0.066960868,0.082692637,0.072213787,0.059989043,0.10010454,0.143986457,0.102680539,0.260148979,1.191254044,3.790139635,3.053854297,0.297673934,0.346860325,0.483896634,0.011267794,0.00800335,0.012753633,0.026609834,0.000990846,0.005329511,0.023044277,0.029822192,0.03021891,0.05282821,0.37697375,0.842806197,1.141576015,1.589883535,2.588036196,4.926440654,10.39481098,1.039902493,0.063703442,0.123065181,0.182882355,0.020410685,0.012541247,0.004437181,0.002909342,0.006618113,0.026138231,0.035056452,0.007315201,0.01134627,0.022441167,0.029100579,0.041819602,0.07004878,0.118969146,0.38287842,1.506549346,4.656943959,2.590089467,0.031823672,0.02885376,0.041320364,0.054377112,0.058720947,0.067094056,0.045483345,0,0,0,0,0,0.080676018,0.081010852,0.053689425,0.068318813,0.07339738,0.385092167,2.688808134,8.909923456,3.788973632,0,0,0,0.108135241,0.098566515,0.105718589,0.141543636,0.117845027,0.081019794,0.082600269,0.077292507,0.100716981,0.136330146,0.124061383,0.10885714,0.08405757,0.110876556,0.175860308,0.503986932,2.29966953,6.036206985,0.298034555,0.143881029,0.289666424,0.258819045,0.965925826,0.290333333,29
12/12/2014 01:15,0.019191235,0.005896321,0.017625107,0.044856633,0.097915813,0.019191235,0.015907985,0.028569493,0.021954185,0.055515395,0.061918355,0.069862059,0.060470596,0.066960868,0.082692637,0.072213787,0.059989043,0.10010454,0.143986457,0.102680539,0.260148979,1.191254044,3.790139635,3.053854297,0.297673934,0.346860325,0.005896321,0.011267794,0.00800335,0.012753633,0.026609834,0.000990846,0.005329511,0.023044277,0.029822192,0.03021891,0.05282821,0.37697375,0.842806197,1.141576015,1.589883535,2.588036196,4.926440654,10.39481098,1.039902493,0.063703442,0.123065181,0.017625107,0.020410685,0.012541247,0.004437181,0.002909342,0.006618113,0.026138231,0.035056452,0.007315201,0.01134627,0.022441167,0.029100579,0.041819602,0.07004878,0.118969146,0.38287842,1.506549346,4.656943959,2.590089467,0.031823672,0.02885376,0.044856633,0.054377112,0.058720947,0.067094056,0.045483345,0,0,0,0,0,0.080676018,0.081010852,0.053689425,0.068318813,0.07339738,0.385092167,2.688808134,8.909923456,3.788973632,0,0,0.097915813,0.108135241,0.098566515,0.105718589,0.141543636,0.117845027,0.081019794,0.082600269,0.077292507,0.100716981,0.136330146,0.124061383,0.10885714,0.08405757,0.110876556,0.175860308,0.503986932,2.29966953,6.036206985,0.298034555,0.143881029,0.321439465,0.946930129,0.259333333,29
12/12/2014 01:30,0.012361458,0.001020873,0.017958842,0.042664866,0.114997814,0.012361458,0.019191235,0.015907985,0.028569493,0.021954185,0.055515395,0.061918355,0.069862059,0.060470596,0.066960868,0.082692637,0.072213787,0.059989043,0.10010454,0.143986457,0.102680539,0.260148979,1.191254044,3.790139635,3.053854297,0.297673934,0.001020873,0.005896321,0.011267794,0.00800335,0.012753633,0.026609834,0.000990846,0.005329511,0.023044277,0.029822192,0.03021891,0.05282821,0.37697375,0.842806197,1.141576015,1.589883535,2.588036196,4.926440654,10.39481098,1.039902493,0.063703442,0.017958842,0.017625107,0.020410685,0.012541247,0.004437181,0.002909342,0.006618113,0.026138231,0.035056452,0.007315201,0.01134627,0.022441167,0.029100579,0.041819602,0.07004878,0.118969146,0.38287842,1.506549346,4.656943959,2.590089467,0.031823672,0.042664866,0.044856633,0.054377112,0.058720947,0.067094056,0.045483345,0,0,0,0,0,0.080676018,0.081010852,0.053689425,0.068318813,0.07339738,0.385092167,2.688808134,8.909923456,3.788973632,0,0.114997814,0.097915813,0.108135241,0.098566515,0.105718589,0.141543636,0.117845027,0.081019794,0.082600269,0.077292507,0.100716981,0.136330146,0.124061383,0.10885714,0.08405757,0.110876556,0.175860308,0.503986932,2.29966953,6.036206985,0.298034555,0.382683432,0.923879533,0.236,29
12/12/2014 01:45,0.019392051,0.002663607,0.011420948,0.037601127,0.117000246,0.019392051,0.012361458,0.019191235,0.015907985,0.028569493,0.021954185,0.055515395,0.061918355,0.069862059,0.060470596,0.066960868,0.082692637,0.072213787,0.059989043,0.10010454,0.143986457,0.102680539,0.260148979,1.191254044,3.790139635,3.053854297,0.002663607,0.001020873,0.005896321,0.011267794,0.00800335,0.012753633,0.026609834,0.000990846,0.005329511,0.023044277,0.029822192,0.03021891,0.05282821,0.37697375,0.842806197,1.141576015,1.589883535,2.588036196,4.926440654,10.39481098,1.039902493,0.011420948,0.017958842,0.017625107,0.020410685,0.012541247,0.004437181,0.002909342,0.006618113,0.026138231,0.035056452,0.007315201,0.01134627,0.022441167,0.029100579,0.041819602,0.07004878,0.118969146,0.38287842,1.506549346,4.656943959,2.590089467,0.037601127,0.042664866,0.044856633,0.054377112,0.058720947,0.067094056,0.045483345,0,0,0,0,0,0.080676018,0.081010852,0.053689425,0.068318813,0.07339738,0.385092167,2.688808134,8.909923456,3.788973632,0.117000246,0.114997814,0.097915813,0.108135241,0.098566515,0.105718589,0.141543636,0.117845027,0.081019794,0.082600269,0.077292507,0.100716981,0.136330146,0.124061383,0.10885714,0.08405757,0.110876556,0.175860308,0.503986932,2.29966953,6.036206985,0.44228869,0.896872742,0.215,29
12/12/2014 02:00,0.017659327,0.001061796,0.002234772,0.080204517,0.137673206,0.017659327,0.019392051,0.012361458,0.019191235,0.015907985,0.028569493,0.021954185,0.055515395,0.061918355,0.069862059,0.060470596,0.066960868,0.082692637,0.072213787,0.059989043,0.10010454,0.143986457,0.102680539,0.260148979,1.191254044,3.790139635,0.001061796,0.002663607,0.001020873,0.005896321,0.011267794,0.00800335,0.012753633,0.026609834,0.000990846,0.005329511,0.023044277,0.029822192,0.03021891,0.05282821,0.37697375,0.842806197,1.141576015,1.589883535,2.588036196,4.926440654,10.39481098,0.002234772,0.011420948,0.017958842,0.017625107,0.020410685,0.012541247,0.004437181,0.002909342,0.006618113,0.026138231,0.035056452,0.007315201,0.01134627,0.022441167,0.029100579,0.041819602,0.07004878,0.118969146,0.38287842,1.506549346,4.656943959,0.080204517,0.037601127,0.042664866,0.044856633,0.054377112,0.058720947,0.067094056,0.045483345,0,0,0,0,0,0.080676018,0.081010852,0.053689425,0.068318813,0.07339738,0.385092167,2.688808134,8.909923456,0.137673206,0.117000246,0.114997814,0.097915813,0.108135241,0.098566515,0.105718589,0.141543636,0.117845027,0.081019794,0.082600269,0.077292507,0.100716981,0.136330146,0.124061383,0.10885714,0.08405757,0.110876556,0.175860308,0.503986932,2.29966953,0.5,0.866025404,0.196666667,29
12/12/2014 02:15,0.022523676,0.011621529,0.003612559,0.074347172,0.148768296,0.022523676,0.017659327,0.019392051,0.012361458,0.019191235,0.015907985,0.028569493,0.021954185,0.055515395,0.061918355,0.069862059,0.060470596,0.066960868,0.082692637,0.072213787,0.059989043,0.10010454,0.143986457,0.102680539,0.260148979,1.191254044,0.011621529,0.001061796,0.002663607,0.001020873,0.005896321,0.011267794,0.00800335,0.012753633,0.026609834,0.000990846,0.005329511,0.023044277,0.029822192,0.03021891,0.05282821,0.37697375,0.842806197,1.141576015,1.589883535,2.588036196,4.926440654,0.003612559,0.002234772,0.011420948,0.017958842,0.017625107,0.020410685,0.012541247,0.004437181,0.002909342,0.006618113,0.026138231,0.035056452,0.007315201,0.01134627,0.022441167,0.029100579,0.041819602,0.07004878,0.118969146,0.38287842,1.506549346,0.074347172,0.080204517,0.037601127,0.042664866,0.044856633,0.054377112,0.058720947,0.067094056,0.045483345,0,0,0,0,0,0.080676018,0.081010852,0.053689425,0.068318813,0.07339738,0.385092167,2.688808134,0.148768296,0.137673206,0.117000246,0.114997814,0.097915813,0.108135241,0.098566515,0.105718589,0.141543636,0.117845027,0.081019794,0.082600269,0.077292507,0.100716981,0.136330146,0.124061383,0.10885714,0.08405757,0.110876556,0.175860308,0.503986932,0.555570233,0.831469612,0.182333333,29
12/12/2014 02:30,0.01231143,0.020932217,0.003004871,0,0.123660679,0.01231143,0.022523676,0.017659327,0.019392051,0.012361458,0.019191235,0.015907985,0.028569493,0.021954185,0.055515395,0.061918355,0.069862059,0.060470596,0.066960868,0.082692637,0.072213787,0.059989043,0.10010454,0.143986457,0.102680539,0.260148979,0.020932217,0.011621529,0.001061796,0.002663607,0.001020873,0.005896321,0.011267794,0.00800335,0.012753633,0.026609834,0.000990846,0.005329511,0.023044277,0.029822192,0.03021891,0.05282821,0.37697375,0.842806197,1.141576015,1.589883535,2.588036196,0.003004871,0.003612559,0.002234772,0.011420948,0.017958842,0.017625107,0.020410685,0.012541247,0.004437181,0.002909342,0.006618113,0.026138231,0.035056452,0.007315201,0.01134627,0.022441167,0.029100579,0.041819602,0.07004878,0.118969146,0.38287842,0,0.074347172,0.080204517,0.037601127,0.042664866,0.044856633,0.054377112,0.058720947,0.067094056,0.045483345,0,0,0,0,0,0.080676018,0.081010852,0.053689425,0.068318813,0.07339738,0.385092167,0.123660679,0.148768296,0.137673206,0.117000246,0.114997814,0.097915813,0.108135241,0.098566515,0.105718589,0.141543636,0.117845027,0.081019794,0.082600269,0.077292507,0.100716981,0.136330146,0.124061383,0.10885714,0.08405757,0.110876556,0.175860308,0.608761429,0.79335334,0.169333333,29
12/12/2014 02:45,0.004327064,0.001219619,0.002506388,0,0.051444386,0.004327064,0.01231143,0.022523676,0.017659327,0.019392051,0.012361458,0.019191235,0.015907985,0.028569493,0.021954185,0.055515395,0.061918355,0.069862059,0.060470596,0.066960868,0.082692637,0.072213787,0.059989043,0.10010454,0.143986457,0.102680539,0.001219619,0.020932217,0.011621529,0.001061796,0.002663607,0.001020873,0.005896321,0.011267794,0.00800335,0.012753633,0.026609834,0.000990846,0.005329511,0.023044277,0.029822192,0.03021891,0.05282821,0.37697375,0.842806197,1.141576015,1.589883535,0.002506388,0.003004871,0.003612559,0.002234772,0.011420948,0.017958842,0.017625107,0.020410685,0.012541247,0.004437181,0.002909342,0.006618113,0.026138231,0.035056452,0.007315201,0.01134627,0.022441167,0.029100579,0.041819602,0.07004878,0.118969146,0,0,0.074347172,0.080204517,0.037601127,0.042664866,0.044856633,0.054377112,0.058720947,0.067094056,0.045483345,0,0,0,0,0,0.080676018,0.081010852,0.053689425,0.068318813,0.07339738,0.051444386,0.123660679,0.148768296,0.137673206,0.117000246,0.114997814,0.097915813,0.108135241,0.098566515,0.105718589,0.141543636,0.117845027,0.081019794,0.082600269,0.077292507,0.100716981,0.136330146,0.124061383,0.10885714,0.08405757,0.110876556,0.659345815,0.751839807,0.160333333,29
