,0_0,0_1,0_2,0_3,0_4,0_5,0_6,0_7,0_8,0_9,0_10,0_11,0_12,1_0,1_1,1_2,1_3,1_4,1_5,1_6,1_7,1_8,1_9,1_10,1_11,1_12,2_0,2_1,2_2,2_3,2_4,2_5,2_6,2_7,2_8,2_9,2_10,2_11,2_12,3_0,3_1,3_2,3_3,3_4,3_5,3_6,3_7,3_8,3_9,3_10,3_11,3_12,4_0,4_1,4_2,4_3,4_4,4_5,4_6,4_7,4_8,4_9,4_10,4_11,4_12,5_0,5_1,5_2,5_3,5_4,5_5,5_6,5_7,5_8,5_9,5_10,5_11,5_12,6_0,6_1,6_2,6_3,6_4,6_5,6_6,6_7,6_8,6_9,6_10,6_11,6_12,7_0,7_1,7_2,7_3,7_4,7_5,7_6,7_7,7_8,7_9,7_10,7_11,7_12,8_0,8_1,8_2,8_3,8_4,8_5,8_6,8_7,8_8,8_9,8_10,8_11,8_12,9_0,9_1,9_2,9_3,9_4,9_5,9_6,9_7,9_8,9_9,9_10,9_11,9_12,time_in_hours_sin,time_in_hours_cos,0,event
2014-07-11 09:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.180223958577784,0.4409537918898678,0.7429392752409498,1.5154533421946894,1.1565045625350123,0.169429821399639,0.0,0.6215686648490362,0.3577647039134461,0.3700835285726427,0.2269729032529497,0.3395274775423402,0.3562429689500845,0.2042427113057741,0.3697098098143883,0.4554403934925872,0.3833325672031975,1.1472452687665609,1.6183465919484874,2.5881562026338685,0.8179993196683455,0.4020773256778227,0.3848738002263587,0.3005569336029481,0.7394238482864353,0.3678106954620119,0.5131228252112123,0.939638086188978,0.405484930546514,0.6043507269625508,1.0105271883694016,2.9964485560507725,1.3451393661169817,0.0810041695132,0.0239171137634492,0.0719439452344339,0.0888429942118911,0.0791592457538108,0.0558322977768455,0.0863096737109501,0.1214128314976115,0.1067176216230407,0.245853060813431,1.0652864331855234,1.2879537130052512,1.3231719469364265,0.1717233182421651,0.0456202967590755,0.0304657591870878,0.1192084960146289,0.0,0.0,0.0,0.0,0.0,0.8873672272229385,1.0231621092816496,0.9894098157143248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0600746528592613,0.1818828775939659,0.3889893372373644,1.1172116614019292,1.098407468532436,0.0764527704278303,0.0,0.0794555879280304,0.0638158949285815,0.0461803498345279,0.0310942070022931,0.0337391535509943,0.0485317929020659,0.0247823933389515,0.0569132022633825,0.0876648233676741,0.0836416477083371,0.4446222558110778,0.7835485212911772,0.9940658276050331,0.2397425720990185,0.0670128876129704,0.0641456333710597,0.0980626631713879,0.2250099383538213,0.0631243041822114,0.0855204708685353,0.3075075835816712,0.127604488953434,0.1170872316387973,0.5663292896321247,2.076228018850356,0.3193590511014801,0.0115720242161714,0.0034167305376356,0.0105654128455202,0.0126918563159844,0.0113084636791158,0.0148264646071127,0.0123299533872785,0.0173446902139445,0.0197058285603871,0.0721396445219128,0.4985483797572289,0.6725198084001265,0.2715761259440192,0.0587827315960808,0.0103284662083296,0.0088442466523815,0.0238416992029257,0.0,0.0,0.0,0.0,0.0,0.5995691541422389,0.5338761556081237,0.766251159063259,0.0,0.5555702330196025,-0.831469612302545,0.2133333333333333,0
2014-07-11 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.180223958577784,0.4409537918898678,0.7429392752409498,1.5154533421946894,1.1565045625350123,0.169429821399639,0.4358212842477513,0.6215686648490362,0.3577647039134461,0.3700835285726427,0.2269729032529497,0.3395274775423402,0.3562429689500845,0.2042427113057741,0.3697098098143883,0.4554403934925872,0.3833325672031975,1.1472452687665609,1.6183465919484874,1.387059385596288,0.8179993196683455,0.4020773256778227,0.3848738002263587,0.3005569336029481,0.7394238482864353,0.3678106954620119,0.5131228252112123,0.939638086188978,0.405484930546514,0.6043507269625508,1.0105271883694016,2.9964485560507725,0.672983863735638,0.0810041695132,0.0239171137634492,0.0719439452344339,0.0888429942118911,0.0791592457538108,0.0558322977768455,0.0863096737109501,0.1214128314976115,0.1067176216230407,0.245853060813431,1.0652864331855234,1.2879537130052512,0.1291480509086824,0.1717233182421651,0.0456202967590755,0.0304657591870878,0.1192084960146289,0.0,0.0,0.0,0.0,0.0,0.8873672272229385,1.0231621092816496,0.9894098157143248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0600746528592613,0.1818828775939659,0.3889893372373644,1.1172116614019292,1.098407468532436,0.0764527704278303,0.0817319927093671,0.0794555879280304,0.0638158949285815,0.0461803498345279,0.0310942070022931,0.0337391535509943,0.0485317929020659,0.0247823933389515,0.0569132022633825,0.0876648233676741,0.0836416477083371,0.4446222558110778,0.7835485212911772,0.3177259859066517,0.2397425720990185,0.0670128876129704,0.0641456333710597,0.0980626631713879,0.2250099383538213,0.0631243041822114,0.0855204708685353,0.3075075835816712,0.127604488953434,0.1170872316387973,0.5663292896321247,2.076228018850356,0.1473041449551161,0.0115720242161714,0.0034167305376356,0.0105654128455202,0.0126918563159844,0.0113084636791158,0.0148264646071127,0.0123299533872785,0.0173446902139445,0.0197058285603871,0.0721396445219128,0.4985483797572289,0.6725198084001265,0.0422201908979275,0.0587827315960808,0.0103284662083296,0.0088442466523815,0.0238416992029257,0.0,0.0,0.0,0.0,0.0,0.5995691541422389,0.5338761556081237,0.766251159063259,0.4999999999999999,-0.8660254037844387,0.2016666666666666,0
2014-07-11 10:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.180223958577784,0.4409537918898678,0.7429392752409498,1.5154533421946894,1.1565045625350123,0.1471520772936827,0.4358212842477513,0.6215686648490362,0.3577647039134461,0.3700835285726427,0.2269729032529497,0.3395274775423402,0.3562429689500845,0.2042427113057741,0.3697098098143883,0.4554403934925872,0.3833325672031975,1.1472452687665609,1.4972088427078631,1.387059385596288,0.8179993196683455,0.4020773256778227,0.3848738002263587,0.3005569336029481,0.7394238482864353,0.3678106954620119,0.5131228252112123,0.939638086188978,0.405484930546514,0.6043507269625508,1.0105271883694016,0.7504785816813921,0.672983863735638,0.0810041695132,0.0239171137634492,0.0719439452344339,0.0888429942118911,0.0791592457538108,0.0558322977768455,0.0863096737109501,0.1214128314976115,0.1067176216230407,0.245853060813431,1.0652864331855234,0.023411778150681,0.1291480509086824,0.1717233182421651,0.0456202967590755,0.0304657591870878,0.1192084960146289,0.0,0.0,0.0,0.0,0.0,0.8873672272229385,1.0231621092816496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0600746528592613,0.1818828775939659,0.3889893372373644,1.1172116614019292,1.098407468532436,0.0150570860831142,0.0817319927093671,0.0794555879280304,0.0638158949285815,0.0461803498345279,0.0310942070022931,0.0337391535509943,0.0485317929020659,0.0247823933389515,0.0569132022633825,0.0876648233676741,0.0836416477083371,0.4446222558110778,0.4387336632465401,0.3177259859066517,0.2397425720990185,0.0670128876129704,0.0641456333710597,0.0980626631713879,0.2250099383538213,0.0631243041822114,0.0855204708685353,0.3075075835816712,0.127604488953434,0.1170872316387973,0.5663292896321247,0.1153970920296758,0.1473041449551161,0.0115720242161714,0.0034167305376356,0.0105654128455202,0.0126918563159844,0.0113084636791158,0.0148264646071127,0.0123299533872785,0.0173446902139445,0.0197058285603871,0.0721396445219128,0.4985483797572289,0.0046823556301362,0.0422201908979275,0.0587827315960808,0.0103284662083296,0.0088442466523815,0.0238416992029257,0.0,0.0,0.0,0.0,0.0,0.5995691541422389,0.5338761556081237,0.4422886902190017,-0.8968727415326881,0.207,0
2014-07-11 10:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.180223958577784,0.4409537918898678,0.7429392752409498,1.5154533421946894,0.1841443650840233,0.1471520772936827,0.4358212842477513,0.6215686648490362,0.3577647039134461,0.3700835285726427,0.2269729032529497,0.3395274775423402,0.3562429689500845,0.2042427113057741,0.3697098098143883,0.4554403934925872,0.3833325672031975,1.066830152418646,1.4972088427078631,1.387059385596288,0.8179993196683455,0.4020773256778227,0.3848738002263587,0.3005569336029481,0.7394238482864353,0.3678106954620119,0.5131228252112123,0.939638086188978,0.405484930546514,0.6043507269625508,0.2404229064824505,0.7504785816813921,0.672983863735638,0.0810041695132,0.0239171137634492,0.0719439452344339,0.0888429942118911,0.0791592457538108,0.0558322977768455,0.0863096737109501,0.1214128314976115,0.1067176216230407,0.245853060813431,0.1576802234923136,0.023411778150681,0.1291480509086824,0.1717233182421651,0.0456202967590755,0.0304657591870878,0.1192084960146289,0.0,0.0,0.0,0.0,0.0,0.8873672272229385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0600746528592613,0.1818828775939659,0.3889893372373644,1.1172116614019292,0.028500769906384,0.0150570860831142,0.0817319927093671,0.0794555879280304,0.0638158949285815,0.0461803498345279,0.0310942070022931,0.0337391535509943,0.0485317929020659,0.0247823933389515,0.0569132022633825,0.0876648233676741,0.0836416477083371,0.2760237634620199,0.4387336632465401,0.3177259859066517,0.2397425720990185,0.0670128876129704,0.0641456333710597,0.0980626631713879,0.2250099383538213,0.0631243041822114,0.0855204708685353,0.3075075835816712,0.127604488953434,0.1170872316387973,0.0343461294974929,0.1153970920296758,0.1473041449551161,0.0115720242161714,0.0034167305376356,0.0105654128455202,0.0126918563159844,0.0113084636791158,0.0148264646071127,0.0123299533872785,0.0173446902139445,0.0197058285603871,0.0721396445219128,0.0483324844594647,0.0046823556301362,0.0422201908979275,0.0587827315960808,0.0103284662083296,0.0088442466523815,0.0238416992029257,0.0,0.0,0.0,0.0,0.0,0.5995691541422389,0.3826834323650899,-0.9238795325112868,0.2073333333333333,0
2014-07-11 10:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.180223958577784,0.4409537918898678,0.7429392752409498,0.3778134421707548,0.1841443650840233,0.1471520772936827,0.4358212842477513,0.6215686648490362,0.3577647039134461,0.3700835285726427,0.2269729032529497,0.3395274775423402,0.3562429689500845,0.2042427113057741,0.3697098098143883,0.4554403934925872,0.7721351182169371,1.066830152418646,1.4972088427078631,1.387059385596288,0.8179993196683455,0.4020773256778227,0.3848738002263587,0.3005569336029481,0.7394238482864353,0.3678106954620119,0.5131228252112123,0.939638086188978,0.405484930546514,0.2832208265149063,0.2404229064824505,0.7504785816813921,0.672983863735638,0.0810041695132,0.0239171137634492,0.0719439452344339,0.0888429942118911,0.0791592457538108,0.0558322977768455,0.0863096737109501,0.1214128314976115,0.1067176216230407,0.0309174500261093,0.1576802234923136,0.023411778150681,0.1291480509086824,0.1717233182421651,0.0456202967590755,0.0304657591870878,0.1192084960146289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0600746528592613,0.1818828775939659,0.3889893372373644,0.060898630423024,0.028500769906384,0.0150570860831142,0.0817319927093671,0.0794555879280304,0.0638158949285815,0.0461803498345279,0.0310942070022931,0.0337391535509943,0.0485317929020659,0.0247823933389515,0.0569132022633825,0.0876648233676741,0.2571724854713698,0.2760237634620199,0.4387336632465401,0.3177259859066517,0.2397425720990185,0.0670128876129704,0.0641456333710597,0.0980626631713879,0.2250099383538213,0.0631243041822114,0.0855204708685353,0.3075075835816712,0.127604488953434,0.040460118073558,0.0343461294974929,0.1153970920296758,0.1473041449551161,0.0115720242161714,0.0034167305376356,0.0105654128455202,0.0126918563159844,0.0113084636791158,0.0148264646071127,0.0123299533872785,0.0173446902139445,0.0197058285603871,0.0061834900052218,0.0483324844594647,0.0046823556301362,0.0422201908979275,0.0587827315960808,0.0103284662083296,0.0088442466523815,0.0238416992029257,0.0,0.0,0.0,0.0,0.0,0.3214394653031617,-0.9469301294951056,0.1999999999999999,0
2014-07-11 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.180223958577784,0.4409537918898678,0.358168294104928,0.3778134421707548,0.1841443650840233,0.1471520772936827,0.4358212842477513,0.6215686648490362,0.3577647039134461,0.3700835285726427,0.2269729032529497,0.3395274775423402,0.3562429689500845,0.2042427113057741,0.3697098098143883,0.4063152613355214,0.7721351182169371,1.066830152418646,1.4972088427078631,1.387059385596288,0.8179993196683455,0.4020773256778227,0.3848738002263587,0.3005569336029481,0.7394238482864353,0.3678106954620119,0.5131228252112123,0.939638086188978,0.0773447715690665,0.2832208265149063,0.2404229064824505,0.7504785816813921,0.672983863735638,0.0810041695132,0.0239171137634492,0.0719439452344339,0.0888429942118911,0.0791592457538108,0.0558322977768455,0.0863096737109501,0.1214128314976115,0.102563353102667,0.0309174500261093,0.1576802234923136,0.023411778150681,0.1291480509086824,0.1717233182421651,0.0456202967590755,0.0304657591870878,0.1192084960146289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0600746528592613,0.1818828775939659,0.0631687863895978,0.060898630423024,0.028500769906384,0.0150570860831142,0.0817319927093671,0.0794555879280304,0.0638158949285815,0.0461803498345279,0.0310942070022931,0.0337391535509943,0.0485317929020659,0.0247823933389515,0.0569132022633825,0.1348618427324576,0.2571724854713698,0.2760237634620199,0.4387336632465401,0.3177259859066517,0.2397425720990185,0.0670128876129704,0.0641456333710597,0.0980626631713879,0.2250099383538213,0.0631243041822114,0.0855204708685353,0.3075075835816712,0.0113538984599352,0.040460118073558,0.0343461294974929,0.1153970920296758,0.1473041449551161,0.0115720242161714,0.0034167305376356,0.0105654128455202,0.0126918563159844,0.0113084636791158,0.0148264646071127,0.0123299533872785,0.0173446902139445,0.0205126706205334,0.0061834900052218,0.0483324844594647,0.0046823556301362,0.0422201908979275,0.0587827315960808,0.0103284662083296,0.0088442466523815,0.0238416992029257,0.0,0.0,0.0,0.0,0.258819045102521,-0.9659258262890682,0.1956666666666666,0
2014-07-11 11:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.180223958577784,0.2498361645318141,0.358168294104928,0.3778134421707548,0.1841443650840233,0.1471520772936827,0.4358212842477513,0.6215686648490362,0.3577647039134461,0.3700835285726427,0.2269729032529497,0.3395274775423402,0.3562429689500845,0.2042427113057741,0.5326791859159101,0.4063152613355214,0.7721351182169371,1.066830152418646,1.4972088427078631,1.387059385596288,0.8179993196683455,0.4020773256778227,0.3848738002263587,0.3005569336029481,0.7394238482864353,0.3678106954620119,0.5131228252112123,0.0277253936133057,0.0773447715690665,0.2832208265149063,0.2404229064824505,0.7504785816813921,0.672983863735638,0.0810041695132,0.0239171137634492,0.0719439452344339,0.0888429942118911,0.0791592457538108,0.0558322977768455,0.0863096737109501,0.0,0.102563353102667,0.0309174500261093,0.1576802234923136,0.023411778150681,0.1291480509086824,0.1717233182421651,0.0456202967590755,0.0304657591870878,0.1192084960146289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0600746528592613,0.0314944366583418,0.0631687863895978,0.060898630423024,0.028500769906384,0.0150570860831142,0.0817319927093671,0.0794555879280304,0.0638158949285815,0.0461803498345279,0.0310942070022931,0.0337391535509943,0.0485317929020659,0.0247823933389515,0.1710781335285401,0.1348618427324576,0.2571724854713698,0.2760237634620199,0.4387336632465401,0.3177259859066517,0.2397425720990185,0.0670128876129704,0.0641456333710597,0.0980626631713879,0.2250099383538213,0.0631243041822114,0.0855204708685353,0.0039607705161865,0.0113538984599352,0.040460118073558,0.0343461294974929,0.1153970920296758,0.1473041449551161,0.0115720242161714,0.0034167305376356,0.0105654128455202,0.0126918563159844,0.0113084636791158,0.0148264646071127,0.0123299533872785,0.0,0.0205126706205334,0.0061834900052218,0.0483324844594647,0.0046823556301362,0.0422201908979275,0.0587827315960808,0.0103284662083296,0.0088442466523815,0.0238416992029257,0.0,0.0,0.0,0.1950903220161281,-0.9807852804032304,0.2026666666666666,0
2014-07-11 11:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1799542858643406,0.2498361645318141,0.358168294104928,0.3778134421707548,0.1841443650840233,0.1471520772936827,0.4358212842477513,0.6215686648490362,0.3577647039134461,0.3700835285726427,0.2269729032529497,0.3395274775423402,0.3562429689500845,1.2219389717544402,0.5326791859159101,0.4063152613355214,0.7721351182169371,1.066830152418646,1.4972088427078631,1.387059385596288,0.8179993196683455,0.4020773256778227,0.3848738002263587,0.3005569336029481,0.7394238482864353,0.3678106954620119,0.5624853207245195,0.0277253936133057,0.0773447715690665,0.2832208265149063,0.2404229064824505,0.7504785816813921,0.672983863735638,0.0810041695132,0.0239171137634492,0.0719439452344339,0.0888429942118911,0.0791592457538108,0.0558322977768455,0.0,0.0,0.102563353102667,0.0309174500261093,0.1576802234923136,0.023411778150681,0.1291480509086824,0.1717233182421651,0.0456202967590755,0.0304657591870878,0.1192084960146289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0245081423323823,0.0314944366583418,0.0631687863895978,0.060898630423024,0.028500769906384,0.0150570860831142,0.0817319927093671,0.0794555879280304,0.0638158949285815,0.0461803498345279,0.0310942070022931,0.0337391535509943,0.0485317929020659,0.2388611759961788,0.1710781335285401,0.1348618427324576,0.2571724854713698,0.2760237634620199,0.4387336632465401,0.3177259859066517,0.2397425720990185,0.0670128876129704,0.0641456333710597,0.0980626631713879,0.2250099383538213,0.0631243041822114,0.109176920808223,0.0039607705161865,0.0113538984599352,0.040460118073558,0.0343461294974929,0.1153970920296758,0.1473041449551161,0.0115720242161714,0.0034167305376356,0.0105654128455202,0.0126918563159844,0.0113084636791158,0.0148264646071127,0.0,0.0,0.0205126706205334,0.0061834900052218,0.0483324844594647,0.0046823556301362,0.0422201908979275,0.0587827315960808,0.0103284662083296,0.0088442466523815,0.0238416992029257,0.0,0.0,0.130526192220052,-0.9914448613738104,0.1963333333333333,0
2014-07-11 11:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2330472043711466,0.1799542858643406,0.2498361645318141,0.358168294104928,0.3778134421707548,0.1841443650840233,0.1471520772936827,0.4358212842477513,0.6215686648490362,0.3577647039134461,0.3700835285726427,0.2269729032529497,0.3395274775423402,0.6760381383246852,1.2219389717544402,0.5326791859159101,0.4063152613355214,0.7721351182169371,1.066830152418646,1.4972088427078631,1.387059385596288,0.8179993196683455,0.4020773256778227,0.3848738002263587,0.3005569336029481,0.7394238482864353,0.195124948416236,0.5624853207245195,0.0277253936133057,0.0773447715690665,0.2832208265149063,0.2404229064824505,0.7504785816813921,0.672983863735638,0.0810041695132,0.0239171137634492,0.0719439452344339,0.0888429942118911,0.0791592457538108,0.0,0.0,0.0,0.102563353102667,0.0309174500261093,0.1576802234923136,0.023411778150681,0.1291480509086824,0.1717233182421651,0.0456202967590755,0.0304657591870878,0.1192084960146289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0265055757390141,0.0245081423323823,0.0314944366583418,0.0631687863895978,0.060898630423024,0.028500769906384,0.0150570860831142,0.0817319927093671,0.0794555879280304,0.0638158949285815,0.0461803498345279,0.0310942070022931,0.0337391535509943,0.3413250567813068,0.2388611759961788,0.1710781335285401,0.1348618427324576,0.2571724854713698,0.2760237634620199,0.4387336632465401,0.3177259859066517,0.2397425720990185,0.0670128876129704,0.0641456333710597,0.0980626631713879,0.2250099383538213,0.0395461819981558,0.109176920808223,0.0039607705161865,0.0113538984599352,0.040460118073558,0.0343461294974929,0.1153970920296758,0.1473041449551161,0.0115720242161714,0.0034167305376356,0.0105654128455202,0.0126918563159844,0.0113084636791158,0.0,0.0,0.0,0.0205126706205334,0.0061834900052218,0.0483324844594647,0.0046823556301362,0.0422201908979275,0.0587827315960808,0.0103284662083296,0.0088442466523815,0.0238416992029257,0.0,0.0654031292301431,-0.9978589232386036,0.1903333333333333,0
2014-07-11 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.165045591017261,0.2330472043711466,0.1799542858643406,0.2498361645318141,0.358168294104928,0.3778134421707548,0.1841443650840233,0.1471520772936827,0.4358212842477513,0.6215686648490362,0.3577647039134461,0.3700835285726427,0.2269729032529497,0.6293231441062233,0.6760381383246852,1.2219389717544402,0.5326791859159101,0.4063152613355214,0.7721351182169371,1.066830152418646,1.4972088427078631,1.387059385596288,0.8179993196683455,0.4020773256778227,0.3848738002263587,0.3005569336029481,0.0940073520786981,0.195124948416236,0.5624853207245195,0.0277253936133057,0.0773447715690665,0.2832208265149063,0.2404229064824505,0.7504785816813921,0.672983863735638,0.0810041695132,0.0239171137634492,0.0719439452344339,0.0888429942118911,0.0,0.0,0.0,0.0,0.102563353102667,0.0309174500261093,0.1576802234923136,0.023411778150681,0.1291480509086824,0.1717233182421651,0.0456202967590755,0.0304657591870878,0.1192084960146289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0181147915547818,0.0265055757390141,0.0245081423323823,0.0314944366583418,0.0631687863895978,0.060898630423024,0.028500769906384,0.0150570860831142,0.0817319927093671,0.0794555879280304,0.0638158949285815,0.0461803498345279,0.0310942070022931,0.2971618192125405,0.3413250567813068,0.2388611759961788,0.1710781335285401,0.1348618427324576,0.2571724854713698,0.2760237634620199,0.4387336632465401,0.3177259859066517,0.2397425720990185,0.0670128876129704,0.0641456333710597,0.0980626631713879,0.036255674914573,0.0395461819981558,0.109176920808223,0.0039607705161865,0.0113538984599352,0.040460118073558,0.0343461294974929,0.1153970920296758,0.1473041449551161,0.0115720242161714,0.0034167305376356,0.0105654128455202,0.0126918563159844,0.0,0.0,0.0,0.0,0.0205126706205334,0.0061834900052218,0.0483324844594647,0.0046823556301362,0.0422201908979275,0.0587827315960808,0.0103284662083296,0.0088442466523815,0.0238416992029257,1.2246467991473532e-16,-1.0,0.194,0
